index,word,meaning
1883,predecessor,"[명] 이전 형태, 전임자"
1884,alienate,"[동] 소외시키다, 멀리하다"
1885,preclaim,"[동] 선언하다, 선포하다"
1886,subordinate,"[형] 하위의, 부차적인[명] 하급자[동] 하위에 두다"
1887,furnish,"[동] (가구를) 비치하다, 제공하다, 갖추다"
1888,fume,"[동] 씩씩대다, 연기를 내뿜다[명] 연기"
1889,staple,"[형] 주된, 주요한[명] 주성분"
1890,dimension,"[명] 크기, 측면, 치수, 차원"
1891,dispersal,"[명] 분산, 확산"
1892,eloquent,"[형] 웅변의, 달변의, 연설을 잘 하는, 표현이 풍부한"
1893,innermost,[형] 가장 깊숙한[명] 가장 깊은 부분
1894,hazardous,"[형] 위험한, 해로운"
1895,skull,[명] 두개골
1896,detergent,[명] 세제
1897,brutal,"[형] 야만적인, 잔혹한"
1898,rash,"[명] 반점, 발진[형] 경솔한"
1899,bypass,[명] 우회로[동] 우회하다
1900,accommodate,"[동] 수용하다, 적응하다"
1901,tact,"[명] 재치, 기지"
1902,monotonous,"[형] 단조로운, 지루한"
1903,perpetual,"[형] 영원한, 끊임없는"
1904,eligible,"[형] ~을 할 수 있는, 유능한, 자격의, 자격이 있는"
1905,legacy,"[명] 유물, 유산"
1906,melancholy,[형] 우울한[명] 우울함
1907,simplicity,"[명] 단순함, 간단"
1908,hierarchy,"[명] 계층, 계급, 지배층, 체계"
1909,reside,[동] 거주하다
1910,enact,"[동] 제정하다, 상영하다"
1911,burnout,"[명] 극도의 피로, 쇠진"
1912,legitimate,"[형] 타당한, 합법적인, 정당한"
1913,shuffle,"[동] 발을 끌며 걷다, 뒤섞다"
1914,summarize,[동] 요약하다
1915,eject,"[동] 쫓아내다, 튀어나오게 하다"
1916,intersection,"[명] 교차로, 교차함"
1917,quest,"[명] 탐색, 탐구, 추구, 찾음"
1918,linear,"[형] 직선의, 길이의"
1919,landslide,"[명] 산사태, (선거에서) 압도적 승리"
1920,plausible,"[형] 그럴듯한, 이치에 맞는"
1921,endow,"[동] 기부하다, ~에게 부여하다"
1922,extrinsic,"[형] 외적인, 외부의"
1923,merge,"[동] 합병하다, 차차 변하다"
1924,frantic,"[형] 광란의, 미친"
1925,moan,"[명] 신음, 투덜거림
[동] 신음하다, 불평하다"
1926,merchandise,"[명] (집학적) 상품
[동] 거래하다"
1927,respectively,"[부] 각각, 저마다"
1928,yearn,"[동] 그리워하다, 열망하다"
1929,conviction,"[명] 확신, 유죄 판결"
1930,stout,"[형] 뚱뚱한, (옷 등이) 튼튼한"
1931,reckon,"[동] 세다, 계산하다, 생각하다"
1932,enchant,"[동] 매혹하다, ~에게 마법을 걸다"
1933,entail,"[동] 수반하다, 의미하다, 필요로 하다"
1934,demolish,"[동] 파괴하다, 폐지하다"
1935,degenerate,"[동] 퇴보하다, 타락하다"
1936,sentiment,"[명] 감상, 정서"
1937,offspring,"[명] 자식, 새끼, 성과"
1938,detest,"[동] 혐오하다, 미워하다"
1939,tackle,"[동] (일, 문제를) 다루다, 처리하다
[명] 도구, (축구의) 태클"
1940,defy,"[동] 물리치다, (공공연히) 무시하다, 반항하다"
1941,inference,[명] 추론
1942,refraction,"[명] (빛, 소리 따위의) 굴절"
1943,dusk,"[명] 땅거미, 어스름"
1944,detach,"[동] 떼어내다, 분리하다"
1945,antagonist,"[명] 적대자, 라이벌"
1946,thrust,"[동] 밀다, 밀치다, 찌르다"
1947,creed,"[명] 신념, (종교의) 교의"
1948,equate,"[동] 동일시하다, 일치하다"
1949,misplace,[동] 잘못두다
1950,auditory,"[형] 귀의, 청각의, 음향의"
1951,missionary,[명] 선교사
1952,cosmopolitan,"[형] 세계적인, 세계주의의
[명] 세계인, 국제인"
1953,secondhand,"[형] 중고의, 간접적인"
1954,multiple,"[형] 복합적인, 다수의, 다양한
[명] (수학) 배수"
1955,embed,"[동] 깊숙이 박다, 깊이 간직하다, 내재하다"
1956,propel,"[동] 나아가게 하다, 추진하다"
1957,reptile,[명] 파충류
1958,erosion,"[명] 부식, 침식"
1959,feat,"[명] 위업, 공적, 솜씨"
1960,utensil,"[명] 가정용품, 기구, 도구"
1961,penetrate,"[동] 관통하다, 꿰뚫다, 침투하다"
1962,intrude,"[동] 침범하다, 방해하다"
1963,notable,"[형] 주목할 만한, 유명한"
1964,grumble,"[동] 불평하다, 투덜거리다
[명] 불평"
1965,landfill,[명] 쓰레기 매립지
1966,scrutiny,"[명] (정밀) 조사, 철저한 검토"
1967,reckless,"[형] 무모한, 부주의한, 신중하지 못한"
1968,synthetic,"[형] 합성의, 종합적인"
1969,productive,"[형] 생산하는, 생산적인"
1970,outset,"[명] 착수, 발단, 시작, 처음"
1971,peril,[명] 위험
1972,pitfall,"[명] 위험, 함정"
1973,kidnap,"[동] 납치하다
[명] 유괴"
1974,liable,"[형] 책임이 있는, ~하기 쉬운"
1975,insane,"[형] 정신 이상의, 미친, 비상식적인"
1976,rage,"[명] 격노
[동] 격노하다"
1977,radius,[명] 반지름
1978,hybrid,"[명] 잡종, 혼합물"
1979,uncover,"[동] 폭로하다, 덮개를 벗기다"
1980,limb,"[명] 사지, 팔다리, 나뭇가지"
1981,setback,"[명] 좌절, 차질, 방해, 실패"
1982,prudent,[형] 신중한
1983,solidify,"[동] 굳어지다, 굳히다, 확고히 하다"
1984,grudge,"[명] 원한, 유감"
1985,lessen,[동] 줄이다
1986,tangle,"[동] 얽히게 하다, 혼란시키다"
1987,subsidy,"[명] 보조금, 장려금"
1988,ambiguous,"[형] 애매모호한, 불명확한"
1989,enthusiasm,"[명] 열광, 열정, 열광하는 대상"
1990,bankruptcy,[명] 파산
1991,pollination,[명] 수분
1992,prosper,"[동] 번영하다, 번창하다"
1993,phase,[명] 단계
1994,veterinarian,[명] 수의사
1995,counterattack,"[명] 반격, 연습
[동] 반격하다, 역습하다"
1996,cumulative,[형] 누적되는
1997,infrastructure,"[명] (사회) 기반 시설, 하부 조직"
1998,wound,"[동] 상처를 입히다, 부상하게 하다
[명] 부상, 상처"
1999,discrete,[형] 별개의
2000,fluctuation,"[명] 변동, 동요"
